Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,TIPODOCUMENTO,TipoDeDocumento
0,"MP Siqueira, AM de Almeida Lopes","Laboratório Pedagógico e Interativo: Repositório de Recursos Pedagógicos para Professores de Matemática do Ensino Médio, utilizando a Plataforma Moodle",2019.0,Confict,editoraessentia.iff.edu.br,https://editoraessentia.iff.edu.br/index.php/confict/article/download/14869/12152,,85,2024-04-25 13:44:42,,,,,,,,,0,0.0,0,2,5.0,"… , materiais educativos, sites e softwares que pudessem servir de … recursos digitais, como o software Geogebra e o aplicativo … aos professores um repositório de materiais pedagógicos …",,"https://scholar.google.com/scholar?q=related:YhO5JyzausMJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
4,"SMB Volpato, LC Rodrigues, A Silveira",Inovação no acervo e no acesso de informações: o sistema de repositório institucional nos Tribunais de Contas do Brasil,2014.0,Perspectivas em Ciência da …,SciELO Brasil,https://www.scielo.br/j/pci/a/fznNpBGSZKJgCHCVhTYKGxw/?lang=pt,"https://scholar.google.com/scholar?cites=12139967403904264058&as_sdt=2005&sciodt=0,5&hl=en",86,2024-04-25 13:44:42,HTML,,,,,,,,4,0.4,1,3,10.0,SciELO - Brasil - Inovação no acervo e no acesso de informações: o sistema de repositório institucional nos Tribunais de Contas do Brasil Inovação no acervo e no acesso de …,https://www.scielo.br/j/pci/a/fznNpBGSZKJgCHCVhTYKGxw/?lang=pt,"https://scholar.google.com/scholar?q=related:eueIlgjUeagJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
2,"JSB Costa, CMG Pavão, MK Ferreira…",Implementações no DSpace para disponibilização de recursos educacionais no repositório digital da universidade federal do rio grande do sul,2015.0,… de Directores de …,lume.ufrgs.br,https://lume.ufrgs.br/bitstream/handle/10183/131143/000981024.pdf?sequence=1,"https://scholar.google.com/scholar?cites=12447406424221085117&as_sdt=2005&sciodt=0,5&hl=en",87,2024-04-25 13:44:42,PDF,,,,,,,,2,0.22,1,4,9.0,… Este trabalho aborda as modificações implementadas no software DSpace para a criação … como a descrição dos recursos de hardwaree software do servidor utilizado para tal. São …,https://lume.ufrgs.br/bitstream/handle/10183/131143/000981024.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:ve2ckjESvqwJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",TRABALHO COMPLETO PUBLICADO EM EVENTO,Tipo Desconhecido
20,SMSP Ferreira,Repositório Institucional em Comunicação: o projeto Reposcom implementado junto à Federação de Bibliotecas Digitais em Ciências da Comunicação,2007.0,Encontros Bibli: revista eletrônica de biblioteconomia e …,redalyc.org,https://www.redalyc.org/pdf/147/14720411004.pdf,"https://scholar.google.com/scholar?cites=757313626145145537&as_sdt=2005&sciodt=0,5&hl=en",88,2024-04-25 13:44:42,PDF,,,,,,,,20,1.18,20,1,17.0,"… e com a customização do software DSpace, selecionado para dar o suporte tecnológico necessário. Visando contextualizar a instituição onde o repositório está instalado e evidenciar …",https://www.redalyc.org/pdf/147/14720411004.pdf,"https://scholar.google.com/scholar?q=related:wcLxBbuEggoJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
0,JA Souza,Gerenciamento de informações sobre o setor cultural: proposição de um repositório digital,2015.0,,bdtd.ibict.br,https://bdtd.ibict.br/vufind/Record/UFMT_e372dbdb33f381dccb359fe9bea1a4ab,,89,2024-04-25 13:44:42,,,,,,,,,0,0.0,0,1,9.0,"… Culture, created with the software DSpace, will contribute to … by the use of DSpace software in developing these Virtual … involving the installation ofDSpace software, the registration …",,"https://scholar.google.com/scholar?q=related:vxTfDDAo8ZoJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
0,"JCB Brito, DL Martins",Framework genérico para geração automática de assuntos e indexação em repositório digital,2023.0,Perspectivas em Ciência da Informação,SciELO Brasil,https://www.scielo.br/j/pci/a/cnCL89BRvwqnQyGwJ69rXGk/,,90,2024-04-25 13:44:42,HTML,,,,,,,,0,0.0,0,2,1.0,… Repositório Digital com o software livre Tainacan: revisão da … havia uma necessidade de um software livre capaz de disponibilizar … para o apresentar o software livre Tainacan para a …,https://www.scielo.br/j/pci/a/cnCL89BRvwqnQyGwJ69rXGk/,"https://scholar.google.com/scholar?q=related:BcP4HE6YX1IJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
0,"LA Teixeira, MLM de Souza, TA Coleti…",Proposta de um Repositório Digital para Transparência de Dados Pessoais,2023.0,Anais do II Workshop …,sol.sbc.org.br,https://sol.sbc.org.br/index.php/wide/article/view/26871,,91,2024-04-25 13:44:42,,,,,,,,,0,0.0,0,4,1.0,… information about their software projects that involve the … Este artigo apresenta a proposta de um repositório de dados … sobre seus projetos de software que manipulam dados pessoais. …,https://sol.sbc.org.br/index.php/wide/article/download/26871/26689,"https://scholar.google.com/scholar?q=related:b_fkB9ncH-MJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
13,"F Barbedo, L Corujo, R Castro, L Faria…",RODA: repositório de objectos digitais autênticos,2007.0,Actas dos Congressos …,academia.edu,https://www.academia.edu/download/33487594/artigo.pdf,"https://scholar.google.com/scholar?cites=17315534287224124532&as_sdt=2005&sciodt=0,5&hl=en",92,2024-04-25 13:44:42,PDF,,,,,,,,13,0.76,3,5,17.0,… Implementar um repositório a partir do nada é um trabalho oneroso e lento. … repositório que pudesse servir de plataforma de desenvolvimento para o RODA. No panorama do software …,https://www.academia.edu/download/33487594/artigo.pdf,"https://scholar.google.com/scholar?q=related:dDQXTrEiTfAJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
0,VCN Júnior,MODELO E REPOSITÓRIO DE COMPONENTES PARA A WEB,,ulbra-to.br,,http://ulbra-to.br/bibliotecadigital/uploads/document5241f4ac3479f.pdf,,93,2024-04-25 13:44:42,PDF,,,,,,,,0,0.0,0,1,,"… Reuso de Software, que vão desde objetos até softwares completos. … softwares que serão utilizados em um projeto. Este trabalho apresenta, ainda, e destaca a Engenharia de Software …",http://ulbra-to.br/bibliotecadigital/uploads/document5241f4ac3479f.pdf,"https://scholar.google.com/scholar?q=related:vstX9BVTyFMJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
0,"ATSL Nascimento, AL de Souza Evangelista…",Implementação de repositório para acesso e visibilidade da informação científica em uma instituição centenária: o caso do IFPE-Campus Recife,2017.0,BiblioCanto,periodicos.ufrn.br,https://periodicos.ufrn.br/bibliocanto/article/view/11936,,94,2024-04-25 13:44:42,,,,,,,,,0,0.0,0,3,7.0,"… Objetiva-se verificar o aumento da percepção e acesso da produção intelectual com a implementação de um repositório, utilizando um software gratuito e explorando características …",https://periodicos.ufrn.br/bibliocanto/article/download/11936/8905,"https://scholar.google.com/scholar?q=related:QvZ3jr4yXQEJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",Artigo de periódico,Tipo Desconhecido
2,"GS Dias, SB Moreira",Repositório Institucional UFPA Multimídia: o seu desenvolvimento sob a ótica do profissional bibliotecário,2014.0,XVIII Seminário Nacional de …,repositorio.febab.libertar.org,http://repositorio.febab.libertar.org/files/original/62/6870/SNBU2014_356.pdf,"https://scholar.google.com/scholar?cites=4384545781417756138&as_sdt=2005&sciodt=0,5&hl=en",95,2024-04-25 13:44:42,PDF,,,,,,,,2,0.2,1,2,10.0,… Relata a experiência de bibliotecários no desenvolvimento do Repositório Institucional … O repositório é uma ferramenta virtual de gerenciamento de informações que utiliza o software …,http://repositorio.febab.libertar.org/files/original/62/6870/SNBU2014_356.pdf,"https://scholar.google.com/scholar?q=related:6sXXaigJ2TwJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
0,"G Menezes, JP Giesta, CD Peixoto, TG Costa…",MODELAGEM PARAMÉTRICA IFC PARA REPOSITÓRIO BIM DO IFRN,,academia.edu,,https://www.academia.edu/download/51060599/MODELAGEM_PARAMETRICA_IFC_PARA_REPOSITORIO_BIM_DO_IFRN.pdf,,96,2024-04-25 13:44:42,PDF,,,,,,,,0,0.0,0,5,,"… dos objetos selecionados e proporcionam meios de ligar e desligar conjuntos de entidades, além de depurarem o resultado da produção dos tradutores IFC embutidos nos softwares …",https://www.academia.edu/download/51060599/MODELAGEM_PARAMETRICA_IFC_PARA_REPOSITORIO_BIM_DO_IFRN.pdf,"https://scholar.google.com/scholar?q=related:XZSueLfETNAJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
7,"FS Assumpção, RE Silva, JA Ferreira…",A conversão de registros na implantação de repositórios institucionais: o caso do Repositório Institucional UNESP,2014.0,… Seminário Nacional de …,repositorio.unesp.br,https://repositorio.unesp.br/bitstream/handle/11449/123645/ISSN2359-6058-2014-18-01-16.pdf?sequence=1,"https://scholar.google.com/scholar?cites=8907841308232692565&as_sdt=2005&sciodt=0,5&hl=en",97,2024-04-25 13:44:42,PDF,,,,,,,,7,0.7,2,4,10.0,… Para a descrição dos documentos no Repositório é utilizado um conjunto de metadados … as necessidades de descrição em tal repositório e as possibilidades do software DSpace. Esse …,https://repositorio.unesp.br/bitstream/handle/11449/123645/ISSN2359-6058-2014-18-01-16.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:VbPCXHkCn3sJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
0,D da Silva Prudencio…,Repositório REA Biblio Saúde: contribuição para socialização de conhecimentos e práticas por e entre bibliotecários de ciências da saúde e diálogos com a …,2021.0,Encontros Bibli: revista …,redalyc.org,https://www.redalyc.org/journal/147/14768130029/14768130029.pdf,,98,2024-04-25 13:44:42,PDF,,,,,,,,0,0.0,0,2,3.0,"… Objetivo: Apresentar como o repositório REA Biblio Saúde opera … Desenvolve o repositório no software Omeka, descreve os … O repositório REA Biblio Saúde é uma iniciativa inovadora …",https://www.redalyc.org/journal/147/14768130029/14768130029.pdf,"https://scholar.google.com/scholar?q=related:TLZclNVT4XUJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
2,"FEP Santos, MGG Farias, LT Feitosa…",Definição de metadados e critérios de indexação para documentário em repositório audiovisual,2018.0,,repositorio.ufc.br,https://repositorio.ufc.br/handle/riufc/36079,"https://scholar.google.com/scholar?cites=2977500372514906652&as_sdt=2005&sciodt=0,5&hl=en",99,2024-04-25 13:44:42,,,,,,,,,2,0.33,1,4,6.0,"… para gestão de acervos audiovisuais em repositório audiovisual. Apresenta metadados e … com a indexação feita em repositório audiovisual no software DSpace, visando definir os …",https://repositorio.ufc.br/bitstream/riufc/36079/1/2018_art_fepsantos.pdf,"https://scholar.google.com/scholar?q=related:HCJYNtA0UikJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",ARTIGO DE PERIÓDICO,Artigo de periódico
4,DR Machado,Dados de pesquisa em repositório institucional: o caso do Edinburgh DataShare,2015.0,,lume.ufrgs.br,https://lume.ufrgs.br/handle/10183/119157,"https://scholar.google.com/scholar?cites=8142315796409536687&as_sdt=2005&sciodt=0,5&hl=en",100,2024-04-25 13:44:42,,,,,,,,,4,0.44,4,1,9.0,… Este estudo analisou as relações entre diretrizes e práticas do repositório institucional … na Internet e observação direta do repositório. Utilizou o software NVivo para registro e análise …,https://lume.ufrgs.br/bitstream/handle/10183/119157/000970298.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:r9AKthNR_3AJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",DISSERTAÇÃO,Dissertação de Mestrado
0,AV da Silva,Alcance da produção acadêmica dos programas de pós-graduação em tecnologia de alimentos depositada no Repositório Institucional da UTFPR,2022.0,Anais 29° Congresso Brasileiro de …,anaiscbbd.emnuvens.com.br,https://anaiscbbd.emnuvens.com.br/cbbd2022/article/view/2451,,101,2024-04-25 13:44:42,,,,,,,,,0,0.0,0,1,2.0,… repositório pelo software DSpace. O depósito das dissertações do PPGTA LD-FB e PPGTA MD-CM no RIUT se iniciou no ano de 2012. Nesta pesquisa foi considerada a produção dos …,https://anaiscbbd.emnuvens.com.br/cbbd2022/article/download/2451/2531,"https://scholar.google.com/scholar?q=related:sNR8uXRV1OMJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
0,"LJ Beirão, AVK Foletto, F de Lima Peressim…",Repositório Científico de Produções Acadêmicas,,researchgate.net,,https://www.researchgate.net/profile/Wesley-R-Bezerra/publication/340550185_Repositorio_Cientifico_de_Producoes_Academicas/links/5e9078a24585150839cecf4e/Repositorio-Cientifico-de-Producoes-Academicas.pdf,,102,2024-04-25 13:44:42,PDF,,,,,,,,0,0.0,0,4,,"… software que mantém as produções científicas armazenadas em uma base de dados, acessada através de um sítio da WEB. O software … , bancos de dados e engenharia de software. …",https://www.researchgate.net/profile/Wesley-R-Bezerra/publication/340550185_Repositorio_Cientifico_de_Producoes_Academicas/links/5e9078a24585150839cecf4e/Repositorio-Cientifico-de-Producoes-Academicas.pdf,"https://scholar.google.com/scholar?q=related:d4Nh6XZiRtQJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
0,VS Costa,A implantação do Repositório do Conhecimento do Ipea (RCIpea),2013.0,,repositorio.ipea.gov.br,https://repositorio.ipea.gov.br/bitstream/11058/1240/1/Apresenta%C3%A7%C3%A3o_A%20implanta%C3%A7%C3%A3o_do_Reposit%C3%B3rio_do_Conhecimento_do_Ipea-RCIpea.pdf,,103,2024-04-25 13:44:42,PDF,,,,,,,,0,0.0,0,1,11.0,"… o código, na linguagem de programação do software estatístico SAS. O código conecta-se diretamente ao banco de dados da pesquisa do IEF, filtra o mês corrente e gera …",https://repositorio.ipea.gov.br/bitstream/11058/1240/1/Apresenta%C3%A7%C3%A3o_A%20implanta%C3%A7%C3%A3o_do_Reposit%C3%B3rio_do_Conhecimento_do_Ipea-RCIpea.pdf,"https://scholar.google.com/scholar?q=related:ovgdjTGRSC8J:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",APRESENTAÇÕES,Tipo Desconhecido
0,LP Gonçalves,Um repositório temático para a rede brasileira de avaliação de tecnologias em saúde,2013.0,,arca.fiocruz.br,https://www.arca.fiocruz.br/handle/icict/20813,,104,2024-04-25 13:44:42,,,,,,,,,0,0.0,0,1,11.0,… A escolha de um software para o desenvolvimento do repositório … internos responsáveis pelo gerenciamento do repositório. … escolha do software na implantação do repositório temático …,https://www.arca.fiocruz.br/bitstream/handle/icict/20813/lenilson_goncalves_icict_espec_2013.pdf?sequence=2,"https://scholar.google.com/scholar?q=related:D9jy_voIW3EJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",TCC,Trabalho de conclusão de curso
2,"SMSP Ferreira, ERF Abdalla, ES Gomi, ET Haar…",Repositório institucional em uma universidade pública brasileira: a experiência da Universidade de São Paulo,2010.0,Anais,repositorio.usp.br,https://repositorio.usp.br/directbitstream/252c32d5-311e-4431-8010-3d7a43b67071/002327955_1.pdf,"https://scholar.google.com/scholar?cites=7224285429980653070&as_sdt=2005&sciodt=0,5&hl=en",105,2024-04-25 13:44:42,PDF,,,,,,,,2,0.14,0,5,14.0,… de registros no repositório é feita com os metadados advindos automaticamente do banco de dados catalográfico da USP (Dedalus implementado com o software Aleph da ExLibris) e …,https://repositorio.usp.br/directbitstream/252c32d5-311e-4431-8010-3d7a43b67071/002327955_1.pdf,"https://scholar.google.com/scholar?q=related:DuYGmlLRQWQJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
0,"DM Pinto, DP Drucker, J ESQUERDO, JM Fortaleza…",GeoInfo: repositório de dados espaciais da Embrapa.,2023.0,,ainfo.cnptia.embrapa.br,https://www.infoteca.cnptia.embrapa.br/infoteca/handle/doc/1157804,,106,2024-04-25 13:44:42,PDF,,,,,,,,0,0.0,0,5,1.0,"… repositório. Nesse caso, a responsabilidade pela manutenção da infraestrutura e do software … Diferentes customizações foram realizadas nos dois softwares, para atender às característi…",https://ainfo.cnptia.embrapa.br/digital/bitstream/doc/1157804/1/6177.pdf,"https://scholar.google.com/scholar?q=related:w1KbCMBLqJUJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",PARTE DE LIVRO,Tipo Desconhecido
2,MSL Fujita,Sistematização de modelo de avaliação do controle de vocabulários em repositórios: relato de pesquisa com o Repositório Institucional Unesp,2023.0,RDBCI: Revista Digital de Biblioteconomia e Ciência …,SciELO Brasil,https://www.scielo.br/j/rdbci/a/7zdxRD8ss7fVmK8KZ5FJDdy/?format=html&lang=pt,"https://scholar.google.com/scholar?cites=12090490891520696132&as_sdt=2005&sciodt=0,5&hl=en",107,2024-04-25 13:44:42,HTML,,,,,,,,2,2.0,2,1,1.0,"… .. mudamos do software Aleph para a plataforma Alma, então antes no software Aleph ainda… se as teses e dissertações estão inseridas no repositório … isso é migrado para o catálogo. …",https://www.scielo.br/j/rdbci/a/7zdxRD8ss7fVmK8KZ5FJDdy/?format=html&lang=pt,"https://scholar.google.com/scholar?q=related:RN8vXWgNyqcJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
1,"JM Brunetto, AC Teixeira, ACB De Marchi",Repositório de objetos de aprendizagem Kelix: uma materialização da cibercultura,2008.0,Inclusão digital,books.google.com,https://books.google.com/books?hl=en&lr=&id=c37BAqtDCQYC&oi=fnd&pg=PA208&dq=reposit%C3%B3rio+software&ots=C7s8m6d5en&sig=puk7PEsej28dgONcnaErOovIGzU,"https://scholar.google.com/scholar?cites=17158835997366886187&as_sdt=2005&sciodt=0,5&hl=en",108,2024-04-25 13:44:42,,,,,,,,,1,0.06,0,3,16.0,"… O software livre se destaca como uma … software livre. Diante desse contexto e procurando se apropriar dos conceitos citados, este trabalho apresenta a concepção do repositório Kelix …",https://seer.ufrgs.br/renote/article/download/14407/8312,"https://scholar.google.com/scholar?q=related:Kx89nm1uIO4J:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
0,LM de Santana Araújo…,Guia para os usuários do repositório Dataverse do Ibict,2018.0,Boletim Técnico do …,econtents.bc.unicamp.br,https://econtents.bc.unicamp.br/boletins/index.php/ppec/article/view/9160,,109,2024-04-25 13:44:42,,,,,,,,,0,0.0,0,2,6.0,… Abre nova aba com a tela inicial do dataverse project de Harvard onde há breves descrições (em inglês) sobre as vantagens de uso do software de repositório de dados de pesquisa …,https://econtents.bc.unicamp.br/boletins/index.php/ppec/article/download/9160/4599,"https://scholar.google.com/scholar?q=related:sOk63o1E9vwJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
0,"RM Alves, APL da Silva…",… para construção da ciência aberta na Universidade Federal do Vale do São Francisco: relato do processo de implantação de repositório institucional pelo Sistema de …,2022.0,… e Ciência da …,portal.febab.org.br,https://portal.febab.org.br/cbbd2022/article/view/2612,,110,2024-04-25 13:44:42,,,,,,,,,0,0.0,0,3,2.0,"… Para gerenciamento do Repositório, faz-se necessário a … repositório poderão seguir esse modelo para formação inicial dos profissionais inexperientes com o trabalho com o software …",https://portal.febab.org.br/cbbd2022/article/download/2612/2493,"https://scholar.google.com/scholar?q=related:fsCthVyK0WEJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
3,BEM Saraiva,"Um repositório aberto de conteúdos museológicos, arquivísticos e bibliográficos no Museu da Presidência da República: o caso Mus@",2013.0,,repositorio-aberto.up.pt,https://repositorio-aberto.up.pt/bitstream/10216/68990/2/26512.pdf,"https://scholar.google.com/scholar?cites=16505827687296347157&as_sdt=2005&sciodt=0,5&hl=en",111,2024-04-25 13:44:42,PDF,,,,,,,,3,0.27,3,1,11.0,"… Apresentaram-se as diversas dimensões que um repositório … e customização do EPrints, software no qual assenta o protótipo, … sobre a avaliação e a consolidação futura do repositório. …",https://repositorio-aberto.up.pt/bitstream/10216/68990/2/26512.pdf,"https://scholar.google.com/scholar?q=related:FSwbedR6EOUJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",DISSERTAÇÃO,Dissertação de Mestrado
0,RV Araújo,Interoperabilidade na disseminação da produção científica: um estudo sobre o Repositório Institucional da Universidade de Brasília,2019.0,,bdm.unb.br,https://bdm.unb.br/handle/10483/24209,,112,2024-04-25 13:44:42,,,,,,,,,0,0.0,0,1,5.0,"… a interoperabilidade entre o Repositório Institucional da … Considera a importância do repositório institucional (RI) … disseminação da informação, como softwares, padrões de …",https://bdm.unb.br/bitstream/10483/24209/1/2019_RenataVicenteAraujo_tcc.pdf,"https://scholar.google.com/scholar?q=related:7k0V_STIZHEJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",TRABALHO DE CONCLUSÃO DE CURSO - GRADUAÇÃO - BACHARELADO,Trabalho de conclusão de curso
0,"IYR Matos, DIR Júnior, JK do Prado, JD Argino",Produção científica sobre repositório de dados de pesquisa: representações autorais e temáticas,2023.0,,researchgate.net,https://www.researchgate.net/profile/Jorge-Prado/publication/370431718_Producao_cientifica_sobre_repositorio_de_dados_de_pesquisa_representacoes_autorais_e_tematicas/links/644ff1dc5762c95ac365b5ae/Producao-cientifica-sobre-repositorio-de-dados-de-pesquisa-representacoes-autorais-e-tematicas.pdf,,113,2024-04-25 13:44:42,PDF,,,,,,,,0,0.0,0,4,1.0,"… de um repositório de dados, por exemplo, instalação do software, a … a experiências de implantação de software e customizações. … para se construir e gerenciar um repositório de dados. …",https://www.researchgate.net/profile/Jorge-Prado/publication/370431718_Producao_cientifica_sobre_repositorio_de_dados_de_pesquisa_representacoes_autorais_e_tematicas/links/644ff1dc5762c95ac365b5ae/Producao-cientifica-sobre-repositorio-de-dados-de-pesquisa-representacoes-autorais-e-tematicas.pdf,"https://scholar.google.com/scholar?q=related:he6evilvbjkJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
1,CLM Viana,Repositório de conhecimentos da CGU-Workshop para Representantes das Unidades: texto de apoio.,2015.0,,eprints.rclis.org,http://eprints.rclis.org/28229/,"https://scholar.google.com/scholar?cites=9714066467497347189&as_sdt=2005&sciodt=0,5&hl=en",114,2024-04-25 13:44:42,,,,,,,,,1,0.11,1,1,9.0,"… Conta com o software DSpace, especialmente desenvolvido para a criação de Repositórios … documento da licença específica do item ou a atribuição da licença padrão do Repositório. …",http://eprints.rclis.org/28229/1/Reposit%C3%B3rio%20de%20Conhecimentos%20da%20CGU_Workshop%20Representantes_12%20mar%202015_Cassandra%20%20Viana.pdf,"https://scholar.google.com/scholar?q=related:dYi2H_xLz4YJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
0,YC Amancio,SIGFinder-Repositório online de gráficos de interdependência de softgoals,2018.0,,repositorio.ufc.br,https://repositorio.ufc.br/handle/riufc/39489,,115,2024-04-25 13:44:42,,,,,,,,,0,0.0,0,1,6.0,"… Uma boa prática de desenvolvimento de software é criar para cada projeto, um repositório online onde várias pessoas possam utilizar o código fonte e outros artefatos lá contidos, …",https://repositorio.ufc.br/bitstream/riufc/39489/1/2018_tcc_ycamancio.pdf,"https://scholar.google.com/scholar?q=related:145yeoa1OfYJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",TCC,Trabalho de conclusão de curso
7,"SABG Vidotti, CS Coneglian…",Repositório de dados de pesquisa para grupo de pesquisa: um projeto piloto,2017.0,… DE PESQUISA EM …,researchgate.net,https://www.researchgate.net/profile/Felipe-Arakaki/publication/334620148_Repositorio_de_dados_de_pesquisa_para_grupo_de_pesquisa_um_projeto_piloto/links/5d4ab63a4585153e59415b76/Repositorio-de-dados-de-pesquisa-para-grupo-de-pesquisa-um-projeto-piloto.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail,"https://scholar.google.com/scholar?cites=7515804985349524141&as_sdt=2005&sciodt=0,5&hl=en",116,2024-04-25 13:44:42,PDF,,,,,,,,7,1.0,2,3,7.0,"… dados no Repositório, visando demonstrar a viabilidade da proposta. O software DSpace-CRIS foi escolhido pois amplia as possibilidades de um software de repositório digital com as …",https://www.researchgate.net/profile/Felipe-Arakaki/publication/334620148_Repositorio_de_dados_de_pesquisa_para_grupo_de_pesquisa_um_projeto_piloto/links/5d4ab63a4585153e59415b76/Repositorio-de-dados-de-pesquisa-para-grupo-de-pesquisa-um-projeto-piloto.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail,"https://scholar.google.com/scholar?q=related:rUreUNCATWgJ:scholar.google.com/&scioq=intitle:reposit%C3%B3rio+software&hl=en&as_sdt=0,5&as_ylo=2004&as_yhi=2024&as_vis=1",,Tipo Desconhecido
